route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
860,1602A2876,106072A1602B2876,,Hoboken,0,,3,0
862,1602A2876,107097A1602B2876,,Newark,0,,8,0
1024,1604A2876,106282A1604B2876,,Journal Square via Hoboken,0,,5,0
860,1602A2876,106048A1602B2876,,Hoboken,0,,3,0
1024,1603A2876,106382A1603B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107267A1602B2876,,World Trade Center,1,,10,0
1024,1603A2876,106478A1603B2876,,Journal Square via Hoboken,0,,5,0
861,1602A2876,106585A1602B2876,,33rd Street,1,,7,0
1024,1604A2876,106281A1604B2876,,Journal Square via Hoboken,0,,5,0
1024,1604A2876,106248A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107053A1602B2876,,Newark,0,,8,0
862,1602A2876,107153A1602B2876,,Newark,0,,8,0
862,1604A2876,106808A1604B2876,,Newark,0,,8,0
862,1602A2876,107245A1602B2876,,World Trade Center,1,,10,0
862,1604A2876,106844A1604B2876,,Newark,0,,8,0
1024,1603A2876,106479A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1604A2876,106286A1604B2876,,Journal Square via Hoboken,0,,5,0
1024,1602A2876,106514A1602B2876,,33rd via Hoboken,1,,1,0
1024,1603A2876,106407A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1603A2876,106442A1603B2876,,Journal Square via Hoboken,0,,5,0
860,1602A2876,105939A1602B2876,,World Trade Center,1,,4,0
859,1602A2876,105806A1602B2876,,Hoboken,0,,9,0
861,1602A2876,106741A1602B2876,,Journal Square,0,,6,0
1024,1603A2876,106480A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1603A2876,106418A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1602A2876,106521A1602B2876,,33rd via Hoboken,1,,1,0
859,1602A2876,105748A1602B2876,,33rd Street,1,,2,0
1024,1603A2876,106462A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1603A2876,106405A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1604A2876,106169A1604B2876,,33rd via Hoboken,1,,1,0
1024,1603A2876,106331A1603B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107062A1602B2876,,Newark,0,,8,0
859,1602A2876,105761A1602B2876,,33rd Street,1,,2,0
862,1604A2876,106900A1604B2876,,World Trade Center,1,,10,0
860,1602A2876,106075A1602B2876,,Hoboken,0,,3,0
1024,1604A2876,106227A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107147A1602B2876,,Newark,0,,8,0
862,1604A2876,106833A1604B2876,,Newark,0,,8,0
862,1602A2876,107278A1602B2876,,World Trade Center,1,,10,0
862,1603A2876,107032A1603B2876,,World Trade Center,1,,10,0
1024,1604A2876,106245A1604B2876,,Journal Square via Hoboken,0,,5,0
1024,1604A2876,106260A1604B2876,,Journal Square via Hoboken,0,,5,0
861,1602A2876,106575A1602B2876,,33rd Street,1,,7,0
862,1602A2876,107227A1602B2876,,World Trade Center,1,,10,0
862,1603A2876,107035A1603B2876,,World Trade Center,1,,10,0
859,1602A2876,105778A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106573A1602B2876,,33rd Street,1,,7,0
861,1602A2876,106598A1602B2876,,33rd Street,1,,7,0
862,1603A2876,107037A1603B2876,,World Trade Center,1,,10,0
862,1602A2876,107118A1602B2876,,Newark,0,,8,0
1024,1604A2876,106144A1604B2876,,33rd via Hoboken,1,,1,0
1024,1604A2876,106178A1604B2876,,33rd via Hoboken,1,,1,0
1024,1603A2876,106400A1603B2876,,33rd via Hoboken,1,,1,0
861,1602A2876,106667A1602B2876,,33rd Street,1,,7,0
860,1602A2876,106026A1602B2876,,Hoboken,0,,3,0
862,1602A2876,107143A1602B2876,,Newark,0,,8,0
861,1602A2876,106719A1602B2876,,Journal Square,0,,6,0
862,1604A2876,106880A1604B2876,,World Trade Center,1,,10,0
862,1604A2876,106818A1604B2876,,Newark,0,,8,0
859,1602A2876,105825A1602B2876,,Hoboken,0,,9,0
862,1603A2876,107002A1603B2876,,World Trade Center,1,,10,0
862,1602A2876,107308A1602B2876,,World Trade Center,1,,10,0
860,1602A2876,106034A1602B2876,,Hoboken,0,,3,0
859,1602A2876,105773A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106580A1602B2876,,33rd Street,1,,7,0
862,1604A2876,106873A1604B2876,,World Trade Center,1,,10,0
860,1602A2876,106029A1602B2876,,Hoboken,0,,3,0
861,1602A2876,106804A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107296A1602B2876,,World Trade Center,1,,10,0
1024,1603A2876,106300A1603B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107239A1602B2876,,World Trade Center,1,,10,0
860,1602A2876,106013A1602B2876,,World Trade Center,1,,4,0
859,1602A2876,105711A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106707A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107067A1602B2876,,Newark,0,,8,0
862,1602A2876,107192A1602B2876,,Newark,0,,8,0
862,1603A2876,107005A1603B2876,,World Trade Center,1,,10,0
1024,1603A2876,106439A1603B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107301A1602B2876,,World Trade Center,1,,10,0
862,1603A2876,107041A1603B2876,,World Trade Center,1,,10,0
862,1602A2876,107107A1602B2876,,Newark,0,,8,0
860,1602A2876,106110A1602B2876,,Hoboken,0,,3,0
861,1602A2876,106720A1602B2876,,Journal Square,0,,6,0
861,1602A2876,106666A1602B2876,,33rd Street,1,,7,0
1024,1603A2876,106420A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1603A2876,106508A1603B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107198A1602B2876,,World Trade Center,1,,10,0
862,1602A2876,107158A1602B2876,,Newark,0,,8,0
862,1602A2876,107322A1602B2876,,World Trade Center,1,,10,0
862,1603A2876,106929A1603B2876,,Newark,0,,8,0
861,1602A2876,106600A1602B2876,,33rd Street,1,,7,0
1024,1603A2876,106506A1603B2876,,Journal Square via Hoboken,0,,5,0
859,1602A2876,105835A1602B2876,,Hoboken,0,,9,0
859,1602A2876,105775A1602B2876,,33rd Street,1,,2,0
862,1603A2876,107033A1603B2876,,World Trade Center,1,,10,0
861,1602A2876,106560A1602B2876,,33rd Street,1,,7,0
861,1602A2876,106574A1602B2876,,33rd Street,1,,7,0
862,1604A2876,106850A1604B2876,,Newark,0,,8,0
862,1602A2876,107155A1602B2876,,Newark,0,,8,0
862,1602A2876,107176A1602B2876,,Newark,0,,8,0
1024,1604A2876,106192A1604B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,106081A1602B2876,,Hoboken,0,,3,0
1024,1603A2876,106340A1603B2876,,33rd via Hoboken,1,,1,0
861,1602A2876,106674A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107178A1602B2876,,Newark,0,,8,0
859,1602A2876,105788A1602B2876,,33rd Street,1,,2,0
859,1602A2876,105886A1602B2876,,Hoboken,0,,9,0
860,1602A2876,105924A1602B2876,,World Trade Center,1,,4,0
1024,1603A2876,106471A1603B2876,,Journal Square via Hoboken,0,,5,0
860,1602A2876,106067A1602B2876,,Hoboken,0,,3,0
862,1602A2876,107269A1602B2876,,World Trade Center,1,,10,0
861,1602A2876,106569A1602B2876,,33rd Street,1,,7,0
860,1602A2876,105931A1602B2876,,World Trade Center,1,,4,0
859,1602A2876,105731A1602B2876,,33rd Street,1,,2,0
859,1602A2876,105694A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106602A1602B2876,,33rd Street,1,,7,0
862,1602A2876,107291A1602B2876,,World Trade Center,1,,10,0
862,1604A2876,106815A1604B2876,,Newark,0,,8,0
862,1603A2876,107034A1603B2876,,World Trade Center,1,,10,0
859,1602A2876,105695A1602B2876,,33rd Street,1,,2,0
1024,1603A2876,106318A1603B2876,,33rd via Hoboken,1,,1,0
861,1602A2876,106728A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107275A1602B2876,,World Trade Center,1,,10,0
861,1602A2876,106663A1602B2876,,33rd Street,1,,7,0
862,1604A2876,106906A1604B2876,,World Trade Center,1,,10,0
860,1602A2876,106091A1602B2876,,Hoboken,0,,3,0
862,1603A2876,107011A1603B2876,,World Trade Center,1,,10,0
1024,1603A2876,106339A1603B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,106118A1602B2876,,Hoboken,0,,3,0
861,1602A2876,106778A1602B2876,,Journal Square,0,,6,0
861,1602A2876,106753A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107257A1602B2876,,World Trade Center,1,,10,0
1024,1604A2876,106241A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107165A1602B2876,,Newark,0,,8,0
862,1602A2876,107068A1602B2876,,Newark,0,,8,0
862,1604A2876,106831A1604B2876,,Newark,0,,8,0
861,1602A2876,106562A1602B2876,,33rd Street,1,,7,0
1024,1604A2876,106155A1604B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,105969A1602B2876,,World Trade Center,1,,4,0
1024,1604A2876,106125A1604B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107056A1602B2876,,Newark,0,,8,0
862,1602A2876,107300A1602B2876,,World Trade Center,1,,10,0
1024,1604A2876,106161A1604B2876,,33rd via Hoboken,1,,1,0
862,1603A2876,106985A1603B2876,,World Trade Center,1,,10,0
862,1602A2876,107100A1602B2876,,Newark,0,,8,0
862,1602A2876,107327A1602B2876,,World Trade Center,1,,10,0
859,1602A2876,105700A1602B2876,,33rd Street,1,,2,0
862,1602A2876,107293A1602B2876,,World Trade Center,1,,10,0
859,1602A2876,105821A1602B2876,,Hoboken,0,,9,0
1024,1603A2876,106466A1603B2876,,Journal Square via Hoboken,0,,5,0
1024,1604A2876,106277A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1603A2876,106944A1603B2876,,Newark,0,,8,0
861,1602A2876,106738A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107284A1602B2876,,World Trade Center,1,,10,0
860,1602A2876,106108A1602B2876,,Hoboken,0,,3,0
1024,1604A2876,106206A1604B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,106076A1602B2876,,Hoboken,0,,3,0
862,1602A2876,107341A1602B2876,,World Trade Center,1,,10,0
860,1602A2876,105963A1602B2876,,World Trade Center,1,,4,0
862,1602A2876,107235A1602B2876,,World Trade Center,1,,10,0
1024,1604A2876,106201A1604B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107244A1602B2876,,World Trade Center,1,,10,0
861,1602A2876,106769A1602B2876,,Journal Square,0,,6,0
862,1604A2876,106841A1604B2876,,Newark,0,,8,0
862,1602A2876,107132A1602B2876,,Newark,0,,8,0
1024,1603A2876,106504A1603B2876,,Journal Square via Hoboken,0,,5,0
859,1602A2876,105824A1602B2876,,Hoboken,0,,9,0
1024,1603A2876,106359A1603B2876,,33rd via Hoboken,1,,1,0
859,1602A2876,105815A1602B2876,,Hoboken,0,,9,0
859,1602A2876,105774A1602B2876,,33rd Street,1,,2,0
1024,1604A2876,106202A1604B2876,,33rd via Hoboken,1,,1,0
859,1602A2876,105891A1602B2876,,Hoboken,0,,9,0
862,1603A2876,106932A1603B2876,,Newark,0,,8,0
861,1602A2876,106608A1602B2876,,33rd Street,1,,7,0
1024,1603A2876,106433A1603B2876,,Journal Square via Hoboken,0,,5,0
859,1602A2876,105714A1602B2876,,33rd Street,1,,2,0
859,1602A2876,105776A1602B2876,,33rd Street,1,,2,0
1024,1604A2876,106247A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107135A1602B2876,,Newark,0,,8,0
860,1602A2876,106028A1602B2876,,Hoboken,0,,3,0
1024,1603A2876,106366A1603B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107313A1602B2876,,World Trade Center,1,,10,0
862,1602A2876,107137A1602B2876,,Newark,0,,8,0
860,1602A2876,106030A1602B2876,,Hoboken,0,,3,0
1024,1603A2876,106450A1603B2876,,Journal Square via Hoboken,0,,5,0
859,1602A2876,105710A1602B2876,,33rd Street,1,,2,0
860,1602A2876,106019A1602B2876,,Hoboken,0,,3,0
1024,1604A2876,106132A1604B2876,,33rd via Hoboken,1,,1,0
862,1604A2876,106851A1604B2876,,Newark,0,,8,0
1024,1604A2876,106123A1604B2876,,33rd via Hoboken,1,,1,0
862,1603A2876,106979A1603B2876,,Newark,0,,8,0
859,1602A2876,105724A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106761A1602B2876,,Journal Square,0,,6,0
1024,1603A2876,106385A1603B2876,,33rd via Hoboken,1,,1,0
1024,1604A2876,106268A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107079A1602B2876,,Newark,0,,8,0
862,1602A2876,107328A1602B2876,,World Trade Center,1,,10,0
1024,1604A2876,106269A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1604A2876,106849A1604B2876,,Newark,0,,8,0
862,1604A2876,106857A1604B2876,,Newark,0,,8,0
861,1602A2876,106762A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107205A1602B2876,,World Trade Center,1,,10,0
860,1602A2876,105948A1602B2876,,World Trade Center,1,,4,0
860,1602A2876,106011A1602B2876,,World Trade Center,1,,4,0
859,1602A2876,105879A1602B2876,,Hoboken,0,,9,0
862,1602A2876,107187A1602B2876,,Newark,0,,8,0
1024,1604A2876,106147A1604B2876,,33rd via Hoboken,1,,1,0
862,1603A2876,106984A1603B2876,,World Trade Center,1,,10,0
862,1604A2876,106847A1604B2876,,Newark,0,,8,0
1024,1603A2876,106315A1603B2876,,33rd via Hoboken,1,,1,0
1024,1604A2876,106195A1604B2876,,33rd via Hoboken,1,,1,0
859,1602A2876,105861A1602B2876,,Hoboken,0,,9,0
861,1602A2876,106695A1602B2876,,Journal Square,0,,6,0
1024,1604A2876,106211A1604B2876,,Journal Square via Hoboken,0,,5,0
859,1602A2876,105813A1602B2876,,Hoboken,0,,9,0
859,1602A2876,105784A1602B2876,,33rd Street,1,,2,0
1024,1604A2876,106191A1604B2876,,33rd via Hoboken,1,,1,0
1024,1603A2876,106309A1603B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,106044A1602B2876,,Hoboken,0,,3,0
862,1602A2876,107134A1602B2876,,Newark,0,,8,0
1024,1603A2876,106320A1603B2876,,33rd via Hoboken,1,,1,0
1024,1603A2876,106447A1603B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107339A1602B2876,,World Trade Center,1,,10,0
1024,1603A2876,106391A1603B2876,,33rd via Hoboken,1,,1,0
861,1602A2876,106774A1602B2876,,Journal Square,0,,6,0
1024,1604A2876,106264A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107332A1602B2876,,World Trade Center,1,,10,0
861,1602A2876,106733A1602B2876,,Journal Square,0,,6,0
862,1604A2876,106812A1604B2876,,Newark,0,,8,0
862,1604A2876,106856A1604B2876,,Newark,0,,8,0
1024,1603A2876,106322A1603B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,106086A1602B2876,,Hoboken,0,,3,0
859,1602A2876,105848A1602B2876,,Hoboken,0,,9,0
861,1602A2876,106773A1602B2876,,Journal Square,0,,6,0
860,1602A2876,105949A1602B2876,,World Trade Center,1,,4,0
859,1602A2876,105728A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106646A1602B2876,,33rd Street,1,,7,0
1024,1604A2876,106184A1604B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107076A1602B2876,,Newark,0,,8,0
1024,1603A2876,106390A1603B2876,,33rd via Hoboken,1,,1,0
862,1602A2876,107214A1602B2876,,World Trade Center,1,,10,0
1024,1603A2876,106327A1603B2876,,33rd via Hoboken,1,,1,0
862,1603A2876,106975A1603B2876,,Newark,0,,8,0
1024,1603A2876,106310A1603B2876,,33rd via Hoboken,1,,1,0
861,1602A2876,106551A1602B2876,,33rd Street,1,,7,0
859,1602A2876,105898A1602B2876,,Hoboken,0,,9,0
862,1602A2876,107144A1602B2876,,Newark,0,,8,0
1024,1604A2876,106261A1604B2876,,Journal Square via Hoboken,0,,5,0
862,1602A2876,107167A1602B2876,,Newark,0,,8,0
862,1602A2876,107105A1602B2876,,Newark,0,,8,0
1024,1604A2876,106284A1604B2876,,Journal Square via Hoboken,0,,5,0
861,1602A2876,106572A1602B2876,,33rd Street,1,,7,0
1024,1603A2876,106453A1603B2876,,Journal Square via Hoboken,0,,5,0
860,1602A2876,105928A1602B2876,,World Trade Center,1,,4,0
862,1603A2876,107013A1603B2876,,World Trade Center,1,,10,0
1024,1604A2876,106230A1604B2876,,Journal Square via Hoboken,0,,5,0
860,1602A2876,106122A1602B2876,,Hoboken,0,,3,0
862,1603A2876,106965A1603B2876,,Newark,0,,8,0
859,1602A2876,105737A1602B2876,,33rd Street,1,,2,0
862,1602A2876,107320A1602B2876,,World Trade Center,1,,10,0
1024,1603A2876,106473A1603B2876,,Journal Square via Hoboken,0,,5,0
862,1603A2876,107006A1603B2876,,World Trade Center,1,,10,0
862,1603A2876,106976A1603B2876,,Newark,0,,8,0
861,1602A2876,106624A1602B2876,,33rd Street,1,,7,0
861,1602A2876,106731A1602B2876,,Journal Square,0,,6,0
1024,1603A2876,106355A1603B2876,,33rd via Hoboken,1,,1,0
860,1602A2876,105933A1602B2876,,World Trade Center,1,,4,0
861,1602A2876,106629A1602B2876,,33rd Street,1,,7,0
859,1602A2876,105787A1602B2876,,33rd Street,1,,2,0
1024,1603A2876,106357A1603B2876,,33rd via Hoboken,1,,1,0
1024,1603A2876,106493A1603B2876,,Journal Square via Hoboken,0,,5,0
859,1602A2876,105842A1602B2876,,Hoboken,0,,9,0
860,1602A2876,106112A1602B2876,,Hoboken,0,,3,0
862,1602A2876,107262A1602B2876,,World Trade Center,1,,10,0
859,1602A2876,105733A1602B2876,,33rd Street,1,,2,0
862,1603A2876,106927A1603B2876,,Newark,0,,8,0
861,1602A2876,106591A1602B2876,,33rd Street,1,,7,0
859,1602A2876,105900A1602B2876,,Hoboken,0,,9,0
860,1602A2876,105971A1602B2876,,World Trade Center,1,,4,0
862,1602A2876,107273A1602B2876,,World Trade Center,1,,10,0
862,1602A2876,107208A1602B2876,,World Trade Center,1,,10,0
862,1603A2876,106938A1603B2876,,Newark,0,,8,0
862,1602A2876,107255A1602B2876,,World Trade Center,1,,10,0
859,1602A2876,105704A1602B2876,,33rd Street,1,,2,0
861,1602A2876,106716A1602B2876,,Journal Square,0,,6,0
1024,1604A2876,106218A1604B2876,,Journal Square via Hoboken,0,,5,0
860,1602A2876,105940A1602B2876,,World Trade Center,1,,4,0
861,1602A2876,106745A1602B2876,,Journal Square,0,,6,0
862,1602A2876,107122A1602B2876,,Newark,0,,8,0
859,1602A2876,105826A1602B2876,,Hoboken,0,,9,0
859,1602A2876,105705A1602B2876,,33rd Street,1,,2,0
1024,1603A2876,106329A1603B2876,,33rd via Hoboken,1,,1,0
