shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1,40.73377917851,-74.029406148132,64,3.15767959
1,40.734957011948,-74.02939538623,65,3.23905806
1,40.735684430695,-74.029379421951,66,3.28932237
1,40.735794179395,-74.029304320099,67,3.29786351
1,40.735858,-74.02922,68,3.30410278
1,40.735777899042,-74.029304932541,69,3.31120187
1,40.735651891229,-74.029374669975,70,3.32064222
1,40.735235392038,-74.029386233799,71,3.34942448
1,40.734424601248,-74.029397797623,72,3.40544526
1,40.733377953681,-74.029438847191,73,3.47779005
1,40.732729655997,-74.029501354431,74,3.52270029
1,40.732545764811,-74.02922426712,75,3.54198397
1,40.73241824879,-74.02898521553,76,3.5572893
1,40.732324414817,-74.028616417908,77,3.57765673
1,40.732329708431,-74.028208433777,78,3.59901947
1,40.732364726031,-74.027006515778,79,3.66199125
1,40.732394808775,-74.02490546286,80,3.77200949
1,40.732414850006,-74.022607306763,81,3.89233515
1,40.732446967753,-74.021160915344,82,3.96809203
1,40.732494261795,-74.015701161407,83,4.25395045
1,40.732518828125,-74.013093732819,84,4.39047013
1,40.732507875122,-74.011486753998,85,4.47460518
1,40.732681448352,-74.010048835998,86,4.55083493
1,40.732759415183,-74.009475870392,87,4.58131163
1,40.732876210049,-74.00870477581,88,4.62247981
1,40.733083454509,-74.007113420971,89,4.70701439
1,40.732933,-74.007072,90,4.7176334
1,40.733063376705,-74.006347192451,91,4.75663417
1,40.733220598109,-74.005356156731,92,4.80964317
1,40.733402014426,-74.004219544289,93,4.87045436
1,40.73357840425,-74.003059255928,94,4.93240953
1,40.733764107205,-74.001874426567,95,4.99575192
1,40.733902421332,-74.00081586837,96,5.05198837
1,40.734010497257,-74.000053322754,97,5.09260209
1,40.734069,-73.999656,98,5.11379214
1,40.734150259457,-73.999223186508,99,5.13713618
1,40.734249,-73.999107,100,5.14627615
1,40.734783,-73.99871,101,5.18862166
1,40.735031,-73.998542,102,5.20788151
1,40.735389,-73.998275,103,5.23629217
1,40.73603,-73.997802,104,5.28703147
1,40.736667,-73.997337,105,5.33732561
1,40.737354,-73.996849,106,5.39122886
1,40.737361,-73.996841,107,5.39186963
1,40.738044,-73.996337,108,5.44593334
1,40.738685,-73.995872,109,5.4964691
1,40.739273,-73.995445,110,5.54283764
1,40.73986,-73.995018,111,5.58914557
1,40.74044,-73.99459,112,5.63505594
1,40.741031,-73.994163,113,5.68160594
1,40.741615,-73.993736,114,5.72773214
1,40.742233,-73.993293,115,5.7763206
1,40.7429,-73.992805,116,5.82901016
1,40.742912,-73.992797,117,5.82994096
1,40.743568,-73.992317,118,5.88176264
1,40.744186,-73.991874,119,5.93035074
1,40.7448,-73.991416,120,5.97907762
1,40.745422,-73.990966,121,6.02808368
1,40.746036,-73.990516,122,6.07660565
1,40.746658,-73.990066,123,6.1256115
1,40.747276,-73.989616,124,6.17437506
1,40.747894,-73.989158,125,6.22334213
1,40.748504,-73.988708,126,6.27162222
1,40.749037136642,-73.988332652779,127,6.31336838
1,40.749114,-73.988273,128,6.31952881
2,40.735858,-74.02922,0,0
2,40.735777899042,-74.029304932541,1,0.00709908
2,40.735651891229,-74.029374669975,2,0.01653943
2,40.735235392038,-74.029386233799,3,0.04532169
2,40.734424601248,-74.029397797623,4,0.10134247
2,40.733377953681,-74.029438847191,5,0.17368726
2,40.732729655997,-74.029501354431,6,0.2185975
2,40.732545764811,-74.02922426712,7,0.23788118
2,40.73241824879,-74.02898521553,8,0.25318652
2,40.732324414817,-74.028616417908,9,0.27355394
2,40.732329708431,-74.028208433777,10,0.29491669
2,40.732364726031,-74.027006515778,11,0.35788847
2,40.732394808775,-74.02490546286,12,0.4679067
2,40.732414850006,-74.022607306763,13,0.58823236
2,40.732446967753,-74.021160915344,14,0.66398925
2,40.732494261795,-74.015701161407,15,0.94984767
2,40.732518828125,-74.013093732819,16,1.08636734
2,40.732507875122,-74.011486753998,17,1.17050239
2,40.732681448352,-74.010048835998,18,1.24673214
2,40.732759415183,-74.009475870392,19,1.27720885
2,40.732876210049,-74.00870477581,20,1.31837703
2,40.733083454509,-74.007113420971,21,1.4029116
2,40.732933,-74.007072,22,1.41353061
2,40.733063376705,-74.006347192451,23,1.45253138
2,40.733220598109,-74.005356156731,24,1.50554039
2,40.733402014426,-74.004219544289,25,1.56635158
2,40.73357840425,-74.003059255928,26,1.62830675
2,40.733764107205,-74.001874426567,27,1.69164914
2,40.733902421332,-74.00081586837,28,1.74788559
2,40.734010497257,-74.000053322754,29,1.78849931
2,40.734069,-73.999656,30,1.80968936
2,40.734150259457,-73.999223186508,31,1.83303339
2,40.734249,-73.999107,32,1.84217337
2,40.734783,-73.99871,33,1.88451888
2,40.735031,-73.998542,34,1.90377873
2,40.735389,-73.998275,35,1.93218939
2,40.73603,-73.997802,36,1.98292869
2,40.736667,-73.997337,37,2.03322283
2,40.737354,-73.996849,38,2.08712608
2,40.737361,-73.996841,39,2.08776684
2,40.738044,-73.996337,40,2.14183055
2,40.738685,-73.995872,41,2.19236632
2,40.739273,-73.995445,42,2.23873485
2,40.73986,-73.995018,43,2.28504279
2,40.74044,-73.99459,44,2.33095316
2,40.741031,-73.994163,45,2.37750316
2,40.741615,-73.993736,46,2.42362935
2,40.742233,-73.993293,47,2.47221782
2,40.7429,-73.992805,48,2.52490738
2,40.742912,-73.992797,49,2.52583818
2,40.743568,-73.992317,50,2.57765985
2,40.744186,-73.991874,51,2.62624796
2,40.7448,-73.991416,52,2.67497483
2,40.745422,-73.990966,53,2.7239809
2,40.746036,-73.990516,54,2.77250286
2,40.746658,-73.990066,55,2.82150871
2,40.747276,-73.989616,56,2.87027227
2,40.747894,-73.989158,57,2.91923934
2,40.748504,-73.988708,58,2.96751944
2,40.749037136642,-73.988332652779,59,3.0092656
2,40.749114,-73.988273,60,3.01542602
3,40.712714623985,-74.011943033413,0,0
3,40.71268981569,-74.012090635929,1,0.00791748
3,40.713209872761,-74.013327215305,2,0.0819764
3,40.714280659411,-74.01573421698,3,0.22813427
3,40.714802386951,-74.017341966995,4,0.31972076
3,40.715135549285,-74.018694411453,5,0.39419182
3,40.715357998634,-74.020119228928,6,0.4703724
3,40.715634300051,-74.022104030533,7,0.57604961
3,40.716003447409,-74.025095703796,8,0.73477719
3,40.716386580421,-74.028229633499,9,0.90101203
3,40.71688127491,-74.032370388886,10,1.12052569
3,40.7169016045,-74.032391846558,11,1.12232456
3,40.716945,-74.033004,12,1.15452056
3,40.717119922682,-74.033986813492,13,1.2073866
3,40.717202581648,-74.034467746033,14,1.23321048
3,40.717272988535,-74.035012186508,15,1.26213257
3,40.717375922463,-74.035384965607,16,1.28290864
3,40.717611743575,-74.035492253967,17,1.3001429
3,40.718082,-74.035484,18,1.33263576
3,40.719394,-74.035209,19,1.42441851
3,40.7201,-74.035072,20,1.47372075
3,40.720528233805,-74.035004253967,21,1.5035194
3,40.721784565541,-74.034764202377,22,1.59122477
3,40.722922951238,-74.034566234116,23,1.67055602
3,40.723825537066,-74.034388403427,24,1.73360704
3,40.7245899032,-74.034266403427,25,1.78680207
3,40.725397702786,-74.034123589935,26,1.84311164
3,40.726419667921,-74.033936861099,27,1.91439291
3,40.726965655847,-74.033852318771,28,1.95237404
3,40.727039041165,-74.033863914017,29,1.95747975
3,40.727662524409,-74.033734269836,30,2.00108771
3,40.72832913315,-74.03363889682,31,2.04741364
3,40.729200561025,-74.033466048935,32,2.10829697
3,40.729875243665,-74.033264641525,33,2.15608863
3,40.730673439805,-74.033015403427,34,2.21275881
3,40.730960955552,-74.03279838623,35,2.23564311
3,40.731269944558,-74.032603724854,36,2.25929912
3,40.731615418036,-74.032247232788,37,2.28959863
3,40.731877354984,-74.031910944428,38,2.31484709
3,40.732107909864,-74.031301519821,39,2.35050842
3,40.732225723646,-74.030686349182,40,2.38372791
3,40.732243050149,-74.03011527774,41,2.41364985
3,40.732355459037,-74.029802279068,42,2.43178379
3,40.732549037903,-74.029598111084,43,2.44890482
3,40.732722356588,-74.029491689133,44,2.46211217
3,40.73377917851,-74.029406148132,45,2.53526522
3,40.734957011948,-74.02939538623,46,2.61664368
3,40.735684430695,-74.029379421951,47,2.666908
3,40.735794179395,-74.029304320099,48,2.67544913
3,40.735858,-74.02922,49,2.68168841
4,40.735858,-74.02922,0,0
4,40.73572242756,-74.029348296959,1,0.01152593
4,40.735586854844,-74.029390763229,2,0.02115296
4,40.735249760075,-74.029387068787,3,0.04444358
4,40.733534287751,-74.029407914017,4,0.16297057
4,40.732958046165,-74.029483048935,5,0.20297696
4,40.732722356588,-74.029502417969,6,0.21929244
4,40.732516518203,-74.029641026428,7,0.23525827
4,40.732339199141,-74.029888109756,8,0.25307456
4,40.732243050149,-74.030093820068,9,0.26572824
4,40.732201210325,-74.030670797562,10,0.29607337
4,40.732006486851,-74.031624637543,11,0.34779141
4,40.731798908521,-74.032016545284,12,0.37282493
4,40.73152628919,-74.032365537682,13,0.39906623
4,40.731123587311,-74.032735987751,14,0.43298172
4,40.7307046227,-74.032956234116,15,0.46414021
4,40.729896276221,-74.033286692451,16,0.52260741
4,40.729264450602,-74.033457286038,17,0.56716459
4,40.728460711967,-74.033596227011,18,0.62316932
4,40.727022779971,-74.033831727509,19,0.7232783
4,40.72696993106,-74.033831727509,20,0.72692979
4,40.726674685665,-74.033878625656,21,0.74747564
4,40.726297858809,-74.033954048935,22,0.7738084
4,40.725891373545,-74.034030853828,23,0.80217899
4,40.725357840089,-74.034125950718,24,0.83937566
4,40.724865959274,-74.034231857464,25,0.87380914
4,40.724331333876,-74.034323005943,26,0.91105349
4,40.723688836898,-74.034439734779,27,0.95586243
4,40.72327230179,-74.03450576421,28,0.98484779
4,40.722873073524,-74.034586598534,29,1.01275342
4,40.722393165493,-74.034675721218,30,1.04623707
4,40.721988671118,-74.034743983784,31,1.07441124
4,40.72140720736,-74.034845505279,32,1.11493473
4,40.720897095576,-74.034940039009,33,1.15052427
4,40.72031068996,-74.035045899128,34,1.19141645
4,40.719534375323,-74.035177441456,35,1.24549252
4,40.718679005954,-74.035343899128,36,1.30522931
4,40.71812605775,-74.035452581337,37,1.34385409
4,40.717828074739,-74.035519348202,38,1.36473657
4,40.717527200358,-74.035463021812,39,1.38573221
4,40.71736982363,-74.03532059259,40,1.3989174
4,40.717212054407,-74.034603224537,41,1.43803251
4,40.717155823793,-74.034253169312,42,1.45677068
4,40.717095527253,-74.033903665012,43,1.47554086
4,40.71697752731,-74.033046915344,44,1.52114019
4,40.716893472665,-74.032394528767,45,1.55579327
4,40.716877208991,-74.032391846558,46,1.55692791
4,40.716667261351,-74.030415104446,47,1.66145396
4,40.716446271484,-74.028662063416,48,1.75451557
4,40.716109668603,-74.026014707596,49,1.89508593
4,40.715777026411,-74.023136244797,50,2.04756424
4,40.715346207079,-74.019836806282,51,2.2228919
4,40.715083200391,-74.018382519566,52,2.30118712
4,40.714706343321,-74.016981877029,53,2.37901988
4,40.7140921495,-74.015337862488,54,2.47500368
4,40.713560975348,-74.014089013275,55,2.54999722
4,40.713147815931,-74.013268703735,56,2.60157517
4,40.712918508982,-74.012677140228,57,2.63637083
4,40.712726094287,-74.012126355503,58,2.66813116
4,40.712720723244,-74.01195108004,59,2.67731784
5,40.749114,-73.988273,0,0
5,40.747609531294,-73.98938738623,1,0.11919115
5,40.745953428053,-73.990544878296,2,0.24866188
5,40.744652691968,-73.991536875641,3,0.35245222
5,40.743303108639,-73.992516317444,4,0.45886036
5,40.7429,-73.992805,5,0.49054666
5,40.742912,-73.992797,6,0.49147746
5,40.742373088497,-73.993207493393,7,0.5344664
5,40.739914186254,-73.994975306885,8,0.72792118
5,40.738889921445,-73.995715596573,9,0.80860384
5,40.737975823747,-73.996414320099,10,0.88158655
5,40.737354,-73.996849,11,0.93020268
5,40.737361,-73.996841,12,0.93084345
5,40.736202622701,-73.997659249985,13,1.02161832
5,40.735126148858,-73.99848045369,14,1.10752335
5,40.734544587943,-73.99889425264,15,1.15317122
5,40.734359599612,-73.999038114086,16,1.16800601
5,40.734249,-73.999107,17,1.17645581
5,40.734096041009,-73.999482476196,18,1.19877373
5,40.733917817063,-74.00069030423,19,1.26319463
5,40.733818495684,-74.001435347221,20,1.30279883
5,40.733714009819,-74.002191152115,21,1.34302059
5,40.733615,-74.002822,22,1.37674839
5,40.73336,-74.004241,23,1.45309802
5,40.733139,-74.005828,24,1.53757419
5,40.733055,-74.006408,25,1.56848884
5,40.732933,-74.007072,26,1.60425889
5,40.73308746747,-74.007129667494,27,1.6153499
5,40.732852,-74.008970392868,28,1.71308195
5,40.732693389721,-74.01010167263,29,1.77331391
5,40.732595830783,-74.010796364765,30,1.81030309
5,40.732538921336,-74.012307789545,31,1.88952967
5,40.732538921336,-74.013819214325,32,1.96865864
5,40.732356404521,-74.026992769806,33,2.65846195
5,40.732338971466,-74.028620501297,34,2.74368881
5,40.732519468235,-74.029181869003,35,2.7756149
5,40.732688786023,-74.029480413986,36,2.79513762
5,40.733053091233,-74.029469365051,37,2.82031404
5,40.733844273609,-74.02941658728,38,2.87504662
5,40.735022048948,-74.029384657394,39,2.95643629
5,40.735359248297,-74.029411608459,40,2.979776
5,40.735643782982,-74.029400879623,41,2.99944256
5,40.735858,-74.02922,42,3.01701283
5,40.73572242756,-74.029348296959,43,3.02853876
5,40.735586854844,-74.029390763229,44,3.03816579
5,40.735249760075,-74.029387068787,45,3.06145641
5,40.733534287751,-74.029407914017,46,3.1799834
5,40.732958046165,-74.029483048935,47,3.21998979
5,40.732722356588,-74.029502417969,48,3.23630527
5,40.732516518203,-74.029641026428,49,3.2522711
5,40.732339199141,-74.029888109756,50,3.27008739
5,40.732243050149,-74.030093820068,51,3.28274108
5,40.732201210325,-74.030670797562,52,3.3130862
5,40.732006486851,-74.031624637543,53,3.36480424
5,40.731798908521,-74.032016545284,54,3.38983777
5,40.73152628919,-74.032365537682,55,3.41607906
5,40.731123587311,-74.032735987751,56,3.44999456
5,40.7307046227,-74.032956234116,57,3.48115305
5,40.729896276221,-74.033286692451,58,3.53962024
5,40.729264450602,-74.033457286038,59,3.58417743
5,40.728460711967,-74.033596227011,60,3.64018215
5,40.727022779971,-74.033831727509,61,3.74029113
5,40.726957735152,-74.033853185181,62,3.74492341
5,40.726446935256,-74.033904642853,63,3.78031727
5,40.725837224379,-74.034018100525,64,3.822859
5,40.725192076194,-74.034152532402,65,3.86798465
5,40.724265206351,-74.034341990074,66,3.93278586
5,40.723556074991,-74.034461869698,67,3.98218018
5,40.722921860138,-74.03457050528,68,4.02636575
5,40.721937818752,-74.034758869698,69,4.09506492
5,40.721129925323,-74.034866191124,70,4.15116446
5,40.720020231466,-74.035115750649,71,4.22893891
5,40.719156736781,-74.03525538623,72,4.28904414
5,40.718494015492,-74.035377479485,73,4.33527575
5,40.717788004038,-74.03555167889,74,4.38489974
5,40.717717195823,-74.035568936599,75,4.38987499
5,40.71764232166,-74.035631791862,76,4.39600626
5,40.717563725967,-74.035872837374,77,4.40974724
5,40.71754713485,-74.036049509871,78,4.41906946
5,40.717548840181,-74.036228864576,79,4.42846233
5,40.717559185502,-74.036387432162,80,4.43679667
5,40.717616288386,-74.036688156825,81,4.45303091
5,40.717748790406,-74.037125991402,82,4.47771845
5,40.717911424834,-74.037624882278,83,4.50615709
5,40.718288119192,-74.038763262566,84,4.57120234
5,40.718732591583,-74.040144005943,85,4.649756
5,40.719178394675,-74.041478041664,86,4.72610106
5,40.719496248755,-74.042529869381,87,4.78539586
5,40.719635208538,-74.042465898148,88,4.79556427
5,40.719643340038,-74.042465898148,89,4.79612387
5,40.719500868483,-74.042603219574,90,4.80831412
5,40.720358891316,-74.045323847885,91,4.96261831
5,40.720757445062,-74.04663735582,92,5.03670525
5,40.721066373677,-74.047581816147,93,5.09056934
5,40.721352192974,-74.048406428589,94,5.13804969
5,40.721718144561,-74.049577378326,95,5.20437211
5,40.721944571471,-74.050344395523,96,5.24747405
5,40.72207355878,-74.051131648163,97,5.28964863
5,40.722343087319,-74.052003445786,98,5.33894985
5,40.722677830594,-74.053157277802,99,5.40364186
5,40.722916549002,-74.053750447113,100,5.43880864
5,40.723392271158,-74.054385600555,101,5.48556694
5,40.724159284557,-74.055302431244,102,5.55707099
5,40.724623962188,-74.05572121167,103,5.59594925
5,40.725664738473,-74.056394076752,104,5.67602342
5,40.726294875362,-74.056513025162,105,5.72000277
5,40.726950783661,-74.056949244736,106,5.77074982
5,40.727874041974,-74.057978921982,107,5.85426854
5,40.728628913692,-74.058836584686,108,5.92309073
5,40.72945417953,-74.05970780426,109,5.9961089
5,40.730354073776,-74.060789586014,110,6.08021243
5,40.731188903129,-74.061807636276,111,6.15874727
5,40.732040202666,-74.062827583359,112,6.23818784
5,40.732397751768,-74.063279990768,113,6.2724112
5,40.73258209059,-74.063505363785,114,6.2897729
5,40.732986,-74.062889,115,6.33243473
6,40.749114,-73.988273,0,0
6,40.748495486407,-73.988732927231,1,0.04904723
6,40.747608987709,-73.989404503952,2,0.1196657
6,40.746636780936,-73.990090316116,3,0.1958259
6,40.745900973549,-73.990626146805,4,0.25388647
6,40.745299217893,-73.991097604477,5,0.30223411
6,40.744563279023,-73.991665621674,6,0.36113515
6,40.743733923523,-73.992237367706,7,0.42578025
6,40.74318043812,-73.992617245369,8,0.46888163
6,40.742936385966,-73.992791635582,9,0.48805565
6,40.742912,-73.992797,10,0.48976322
6,40.742373088497,-73.993207493393,11,0.53275216
6,40.739914186254,-73.994975306885,12,0.72620694
6,40.738889921445,-73.995715596573,13,0.8068896
6,40.737975823747,-73.996414320099,14,0.87987231
6,40.737354,-73.996849,15,0.92848845
6,40.737361,-73.996841,16,0.92912921
6,40.736202622701,-73.997659249985,17,1.01990409
6,40.735126148858,-73.99848045369,18,1.10580911
6,40.734544587943,-73.99889425264,19,1.15145699
6,40.734359599612,-73.999038114086,20,1.16629177
6,40.734249,-73.999107,21,1.17474158
6,40.734096041009,-73.999482476196,22,1.19705949
6,40.733917817063,-74.00069030423,23,1.2614804
6,40.733818495684,-74.001435347221,24,1.3010846
6,40.733714009819,-74.002191152115,25,1.34130635
6,40.733615,-74.002822,26,1.37503415
6,40.73336,-74.004241,27,1.45138379
6,40.733139,-74.005828,28,1.53585995
6,40.733055,-74.006408,29,1.5667746
6,40.732933,-74.007072,30,1.60254465
6,40.732920915936,-74.007307422615,31,1.61489821
6,40.73278479572,-74.007527057865,32,1.62975316
6,40.732616155573,-74.007607218246,33,1.64213725
6,40.731713464696,-74.007847591263,34,1.70576119
6,40.731293276493,-74.007965769173,35,1.73544402
6,40.73114538709,-74.008180506607,36,1.75063595
6,40.731103391867,-74.008376515205,37,1.7613004
6,40.731160302541,-74.009111440475,38,1.79997776
6,40.731283491409,-74.010190715622,39,1.85712052
6,40.731414722249,-74.01162931485,40,1.93298189
6,40.731471805358,-74.012705505341,41,1.98946345
